,gni_pc,married_by_18,firm_f_ownership,share_senior_f,parlia_w,fertility,birth_register,water_perc,elec_perc,homocides,Internetuse,poverty,literacy,life_expectancy,country,employment_gap,mobilemoney_access_gap
76,19750.0,,45.9,29.7,22.0,1.3414285714285714,100.0,100.0,100.0,0.9,69.9,1.0444444444444443,97.65234375,81.43804878200001,Greece,-9.200000000000003,1.9000000000000057
77,,,,,,2.033714285714286,,96.7,100.0,7.1,69.5,,,71.74873170999999,Greenland,,
78,9840.0,,,,47.0,2.084142857142857,,87.1,94.1,5.5,59.1,,98.59999847,72.4006,Grenada,,
79,,,,,,2.3374285714285716,,99.4,100.0,,80.5,,,79.84639999999999,Guam,0.0,
80,4610.0,29.5,31.5,34.5,19.0,2.9255714285714283,96.4,55.8,93.3,29.4,40.7,8.8,79.35002708249999,74.049,Guatemala,14.599999999999994,4.299999999999997
81,930.0,46.5,9.0,,17.0,4.7791428571428565,64.96666666666667,,35.4,,11.4,29.65,35.8107605,61.125,Guinea,12.4,7.600000000000001
82,820.0,25.7,,,14.0,4.554857142857143,34.85,24.3,26.0,2.8,18.0,24.7,45.5811615,57.992000000000004,Guinea-Bissau,0.0,
83,6630.0,30.2,,,36.0,2.486571428571428,93.4,,90.3,19.4,37.3,,85.63973236,69.75619999999999,Guyana,-1.0,
84,1330.0,14.9,,,3.0,2.9925714285714284,82.25,,43.3,10.0,31.0,24.5,61.69134903,63.632400000000004,Haiti,14.899999999999999,5.399999999999999
85,2390.0,,54.7,41.0,27.0,2.504142857142857,95.3,,86.5,56.5,32.1,15.955555555555557,86.96847247875,75.08099999999999,Honduras,7.200000000000003,9.200000000000003
86,16500.0,,48.7,37.6,13.0,1.5171428571428573,100.0,92.6,100.0,2.3,76.8,0.4555555555555556,99.09999847,75.976585366,Hungary,-4.6000000000000085,6.0
87,72850.0,,,33.0,48.0,1.7642857142857142,100.0,100.0,100.0,0.9,98.3,0.014285714285714287,,82.791219512,Iceland,-7.300000000000011,
88,2120.0,25.3,10.7,13.0,14.0,2.2492857142857146,75.80000000000001,,92.5,3.4,18.2,22.5,71.837776185,69.4042,India,0.0,6.400000000000006
89,4050.0,16.3,22.1,,21.0,2.337857142857143,72.39999999999999,,98.1,0.6,32.3,5.472727272727273,95.03010050500001,71.49000000000001,Indonesia,12.0,-5.199999999999996
90,5300.0,,,20.5,6.0,2.094,,94.0,99.9,2.5,64.0,0.4142857142857143,84.62557029749999,76.4688,Iran Islamic Rep.,-4.299999999999997,4.900000000000006
91,5740.0,27.9,6.8,,29.0,3.782857142857143,98.8,59.7,99.8,10.1,49.4,1.7,80.199998474,70.4444,Iraq,-21.099999999999994,6.300000000000001
92,64000.0,,,31.9,23.0,1.772857142857143,100.0,97.3,100.0,0.7,84.1,0.30000000000000004,,82.184390244,Ireland,-12.399999999999991,0.10000000000000853
93,83160.0,,,,,,,97.2,100.0,1.2,,,,,Isle of Man,,
94,43110.0,,27.3,34.8,28.0,3.0557142857142856,100.0,99.3,100.0,1.4,81.6,0.38749999999999996,,82.65317073,Israel,-5.5,-1.7999999999999972
95,34530.0,,,22.3,36.0,1.3114285714285714,100.0,95.8,100.0,0.8,63.1,1.425,99.00202179,83.07560975599999,Italy,-9.700000000000003,4.5
96,5320.0,,,,29.0,1.9955714285714286,98.75,,97.6,41.8,55.1,,88.09999847,74.3742,Jamaica,-11.600000000000009,
97,41710.0,,,,10.0,1.4085714285714286,100.0,98.6,100.0,0.3,91.7,0.7,,84.253512196,Japan,-2.8999999999999915,0.4000000000000057
98,4410.0,9.7,15.7,,12.0,2.8801428571428573,98.55,85.7,100.0,1.6,66.8,,97.34062703333332,74.4124,Jordan,-13.900000000000006,29.699999999999996
99,8820.0,7.0,29.6,,27.0,2.837142857142857,99.7,89.3,100.0,4.9,76.4,0.0,99.78163147,72.61200000000001,Kazakhstan,-2.0,-3.3999999999999986
100,1750.0,22.9,47.5,,22.0,3.594142857142857,66.9,,56.1,4.7,17.8,37.1,80.1340065,66.2668,Kenya,15.600000000000001,8.099999999999994
101,3350.0,18.4,,,7.0,3.6107142857142853,91.6,14.7,98.6,7.5,14.6,1.3,,68.1048,Kiribati,,
102,33790.0,,,,19.0,1.0571428571428572,,99.2,100.0,0.7,95.1,0.20000000000000004,,82.83658536799999,Korea Rep.,-4.400000000000006,0.29999999999999716
103,4640.0,,13.2,15.3,,2.0314285714285716,,,99.8,2.3,83.9,0.7857142857142857,,72.203414634,Kosovo,,17.4
104,33590.0,,,,2.0,2.080714285714286,,100.0,100.0,1.8,98.0,,95.88906733166665,75.4016,Kuwait,-1.7000000000000028,9.799999999999997
105,1240.0,12.9,51.2,,20.0,3.1571428571428575,98.40000000000002,70.1,100.0,5.1,38.2,1.27,99.58599854,71.39024390200001,Kyrgyz Republic,-10.900000000000006,2.3000000000000043
106,2570.0,32.7,36.5,23.4,22.0,2.7112857142857143,73.9,17.7,93.6,,25.5,12.25,71.47449112000001,67.59060000000001,Lao PDR,13.3,-5.799999999999997
107,17740.0,,41.6,44.1,29.0,1.6485714285714284,100.0,96.3,100.0,3.4,80.1,0.7111111111111111,99.892604825,74.95365853599999,Latvia,-3.3999999999999915,1.5999999999999943
108,7380.0,6.0,43.5,,5.0,2.0881428571428575,98.9,47.7,100.0,3.5,78.2,0.0,95.06944275,78.8884,Lebanon,-29.4,23.800000000000004
109,1380.0,16.4,39.1,,23.0,3.162857142857143,43.9,28.9,33.7,43.6,39.0,27.2,76.6352005,53.57560000000001,Lesotho,15.600000000000001,-1.8999999999999986
110,580.0,24.9,37.4,,11.0,4.393428571428571,45.45,,24.2,3.3,16.3,43.05,48.30136108,63.6708,Liberia,24.6,15.500000000000004
111,7640.0,,,,16.0,2.2804285714285712,,,70.3,,21.8,,,72.71000000000001,Libya,-4.5,11.100000000000001
112,,,,,28.0,1.5085714285714285,100.0,100.0,100.0,0.0,99.5,,,83.002926828,Liechtenstein,,
113,19080.0,0.0,35.7,37.9,28.0,1.6242857142857143,100.0,94.9,100.0,5.9,77.6,0.8888888888888888,99.81559753,75.408780486,Lithuania,-6.299999999999997,4.099999999999994
114,73910.0,,,17.9,35.0,1.4085714285714286,100.0,99.5,100.0,0.9,97.4,0.15555555555555556,,82.29121951,Luxembourg,-1.8999999999999915,1.0999999999999943
115,520.0,40.3,41.6,24.5,18.0,4.1337142857142855,80.8,20.5,24.1,,4.7,78.8,74.12614822500001,66.6708,Madagascar,3.5,3.3000000000000007
